hotel_name,hotel_name_link,review_score,review_score_text,review_score_title,hotel_image,hotel_price
RedDoorz @ Taman Bendungan Asahan,"
/hotel/id/reddoorz-taman-bendungan-asahan.en-gb.html?aid=304142&label=gen173rf-1FCAEoggI46AdIM1gDaGiIAQGYATG4ARfIAQzYAQHoAQH4AQKIAgGiAgptZWRpdW0uY29tqAIDuALQu66BBsACAdICJGY2OGM2ZmU4LTQwZWYtNDMxNy1hYjNhLWJmN2U5ODA3ZmU1NNgCBeACAQ&sid=aed06ddf9cf95a6d958987178bd48c15&all_sr_blocks=497456501_285361578_0_0_0&checkin=2021-02-20&checkout=2021-02-21&dest_id=-2679652&dest_type=city&group_adults=2&group_children=0&hapos=728&highlighted_blocks=497456501_285361578_0_0_0&hpos=3&no_rooms=1&sr_order=popularity&sr_pri_blocks=497456501_285361578_0_0_0__13492700&srepoch=1613475939&srpvid=56a052b1afe50075&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl",6.4,15 reviews,Review score,https://cf.bstatic.com/xdata/images/hotel/square600/195573290.jpg?k=38c70a57490fee8eda03dac3b4812471e807e17bc43b9df16b0f52f7835eddbd&o=,"Rp 134,927"
RedDoorz @ Mangga Besar 2,"
/hotel/id/reddoorz-taman-sari-2.en-gb.html?aid=304142&label=gen173rf-1FCAEoggI46AdIM1gDaGiIAQGYATG4ARfIAQzYAQHoAQH4AQKIAgGiAgptZWRpdW0uY29tqAIDuALQu66BBsACAdICJGY2OGM2ZmU4LTQwZWYtNDMxNy1hYjNhLWJmN2U5ODA3ZmU1NNgCBeACAQ&sid=aed06ddf9cf95a6d958987178bd48c15&all_sr_blocks=191393101_285361295_0_0_0&checkin=2021-02-20&checkout=2021-02-21&dest_id=-2679652&dest_type=city&group_adults=2&group_children=0&hapos=729&highlighted_blocks=191393101_285361295_0_0_0&hpos=4&no_rooms=1&sr_order=popularity&sr_pri_blocks=191393101_285361295_0_0_0__14932500&srepoch=1613475939&srpvid=56a052b1afe50075&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl",8.4,11 reviews,Very good,https://cf.bstatic.com/xdata/images/hotel/square600/234163261.jpg?k=f0fa29d1bb41135c8191cf88b0f3062e60f170d4271da563fcc00dbdc72556ae&o=,"Rp 149,325"
OYO 3733 Guntur 40 Residence,"
/hotel/id/airy-setiabudi-guntur-40-jakarta.en-gb.html?aid=304142&label=gen173rf-1FCAEoggI46AdIM1gDaGiIAQGYATG4ARfIAQzYAQHoAQH4AQKIAgGiAgptZWRpdW0uY29tqAIDuALQu66BBsACAdICJGY2OGM2ZmU4LTQwZWYtNDMxNy1hYjNhLWJmN2U5ODA3ZmU1NNgCBeACAQ&sid=aed06ddf9cf95a6d958987178bd48c15&all_sr_blocks=422391101_295446968_2_0_0&checkin=2021-02-20&checkout=2021-02-21&dest_id=-2679652&dest_type=city&group_adults=2&group_children=0&hapos=730&highlighted_blocks=422391101_295446968_2_0_0&hpos=5&no_rooms=1&sr_order=popularity&sr_pri_blocks=422391101_295446968_2_0_0__18291500&srepoch=1613475939&srpvid=56a052b1afe50075&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl",6.5,4 reviews,Review score,https://cf.bstatic.com/xdata/images/hotel/square600/269501644.jpg?k=96f150674cb30e4fcb8779ff7d01c396467c0f0ca81d30ccc60d8be1f9659ae7&o=,"Rp 182,915"
OYO 106 Sarkawi Residence,"
/hotel/id/oyo-106-sarkawi-residence.en-gb.html?aid=304142&label=gen173rf-1FCAEoggI46AdIM1gDaGiIAQGYATG4ARfIAQzYAQHoAQH4AQKIAgGiAgptZWRpdW0uY29tqAIDuALQu66BBsACAdICJGY2OGM2ZmU4LTQwZWYtNDMxNy1hYjNhLWJmN2U5ODA3ZmU1NNgCBeACAQ&sid=aed06ddf9cf95a6d958987178bd48c15&all_sr_blocks=344429002_295355354_2_0_0&checkin=2021-02-20&checkout=2021-02-21&dest_id=-2679652&dest_type=city&group_adults=2&group_children=0&hapos=734&highlighted_blocks=344429002_295355354_2_0_0&hpos=9&no_rooms=1&sr_order=popularity&sr_pri_blocks=344429002_295355354_2_0_0__25587399&srepoch=1613475939&srpvid=56a052b1afe50075&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl",8.0,135 reviews,Very good,https://cf.bstatic.com/xdata/images/hotel/square600/272882737.jpg?k=26a77e589d38eb492c4e11d670f35db5a6d498a33f650d661f676e828ff99a22&o=,"Rp 255,874"
OYO 90141 3a Syariah,"
/hotel/id/reddoorz-cempaka-putih.en-gb.html?aid=304142&label=gen173rf-1FCAEoggI46AdIM1gDaGiIAQGYATG4ARfIAQzYAQHoAQH4AQKIAgGiAgptZWRpdW0uY29tqAIDuALQu66BBsACAdICJGY2OGM2ZmU4LTQwZWYtNDMxNy1hYjNhLWJmN2U5ODA3ZmU1NNgCBeACAQ&sid=aed06ddf9cf95a6d958987178bd48c15&all_sr_blocks=371045205_285719928_0_0_0&checkin=2021-02-20&checkout=2021-02-21&dest_id=-2679652&dest_type=city&group_adults=2&group_children=0&hapos=735&highlighted_blocks=371045205_285719928_0_0_0&hpos=10&no_rooms=1&sr_order=popularity&sr_pri_blocks=371045205_285719928_0_0_0__14751199&srepoch=1613475939&srpvid=56a052b1afe50075&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl",7.9,41 reviews,Good,https://cf.bstatic.com/xdata/images/hotel/square600/281646248.jpg?k=7fdc6d5ea15e5c164c0ecd8d66507a3dca0711952335cb3a667cee4b6969605c&o=,"Rp 147,512"
2 Bed Room Amazing Sea View Condo 80sqm Fast Internet,"
/hotel/id/2-bed-room-amazing-sea-view-condo-80sqm-fast-internet.en-gb.html?aid=304142&label=gen173rf-1FCAEoggI46AdIM1gDaGiIAQGYATG4ARfIAQzYAQHoAQH4AQKIAgGiAgptZWRpdW0uY29tqAIDuALQu66BBsACAdICJGY2OGM2ZmU4LTQwZWYtNDMxNy1hYjNhLWJmN2U5ODA3ZmU1NNgCBeACAQ&sid=aed06ddf9cf95a6d958987178bd48c15&all_sr_blocks=544313301_195903616_5_0_0&checkin=2021-02-20&checkout=2021-02-21&dest_id=-2679652&dest_type=city&group_adults=2&group_children=0&hapos=737&highlighted_blocks=544313301_195903616_5_0_0&hpos=12&no_rooms=1&sr_order=popularity&sr_pri_blocks=544313301_195903616_5_0_0__57200000&srepoch=1613475939&srpvid=56a052b1afe50075&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl",8.4,8 reviews,Very good,https://cf.bstatic.com/xdata/images/hotel/square600/212212106.jpg?k=2ed1f6f2d26b302ed4ca1d6074793fa5a3fa557d8b124e890f52eb4bffa28d93&o=,"Rp 572,000"
RedDoorz @ Radio Dalam,"
/hotel/id/reddoorz-radio-dalam.en-gb.html?aid=304142&label=gen173rf-1FCAEoggI46AdIM1gDaGiIAQGYATG4ARfIAQzYAQHoAQH4AQKIAgGiAgptZWRpdW0uY29tqAIDuALQu66BBsACAdICJGY2OGM2ZmU4LTQwZWYtNDMxNy1hYjNhLWJmN2U5ODA3ZmU1NNgCBeACAQ&sid=aed06ddf9cf95a6d958987178bd48c15&all_sr_blocks=168159101_217167609_0_0_0&checkin=2021-02-20&checkout=2021-02-21&dest_id=-2679652&dest_type=city&group_adults=2&group_children=0&hapos=738&highlighted_blocks=168159101_217167609_0_0_0&hpos=13&no_rooms=1&sr_order=popularity&sr_pri_blocks=168159101_217167609_0_0_0__18948599&srepoch=1613475939&srpvid=56a052b1afe50075&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl",8.6,15 reviews,Fabulous,https://cf.bstatic.com/xdata/images/hotel/square600/86885414.jpg?k=301e3be1b4ab3ef5993b1a773f0b189aa32536fdcb6ee758ef31fcd774989b2d&o=,"Rp 189,486"
BI Executive Hotel,"
/hotel/id/bi-executive.en-gb.html?aid=304142&label=gen173rf-1FCAEoggI46AdIM1gDaGiIAQGYATG4ARfIAQzYAQHoAQH4AQKIAgGiAgptZWRpdW0uY29tqAIDuALQu66BBsACAdICJGY2OGM2ZmU4LTQwZWYtNDMxNy1hYjNhLWJmN2U5ODA3ZmU1NNgCBeACAQ&sid=aed06ddf9cf95a6d958987178bd48c15&all_sr_blocks=262379110_105143243_2_41_0&checkin=2021-02-20&checkout=2021-02-21&dest_id=-2679652&dest_type=city&group_adults=2&group_children=0&hapos=739&highlighted_blocks=262379110_105143243_2_41_0&hpos=14&no_rooms=1&sr_order=popularity&sr_pri_blocks=262379110_105143243_2_41_0__59499999&srepoch=1613475939&srpvid=56a052b1afe50075&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl",8.2,156 reviews,Very good,https://cf.bstatic.com/xdata/images/hotel/square600/180952020.jpg?k=3bfcbafa3f92b07f5e6b8c61f1002190ab4edadbc623386f5b6d0aac2a70915b&o=,"Rp 595,000"
OYO 387 Alfa Residence,"
/hotel/id/oyo-387-alfa-residence.en-gb.html?aid=304142&label=gen173rf-1FCAEoggI46AdIM1gDaGiIAQGYATG4ARfIAQzYAQHoAQH4AQKIAgGiAgptZWRpdW0uY29tqAIDuALQu66BBsACAdICJGY2OGM2ZmU4LTQwZWYtNDMxNy1hYjNhLWJmN2U5ODA3ZmU1NNgCBeACAQ&sid=aed06ddf9cf95a6d958987178bd48c15&all_sr_blocks=468329103_269323836_2_0_0&checkin=2021-02-20&checkout=2021-02-21&dest_id=-2679652&dest_type=city&group_adults=2&group_children=0&hapos=740&highlighted_blocks=468329103_269323836_2_0_0&hpos=15&no_rooms=1&sr_order=popularity&sr_pri_blocks=468329103_269323836_2_0_0__15788300&srepoch=1613475939&srpvid=56a052b1afe50075&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl",7.3,57 reviews,Good,https://cf.bstatic.com/xdata/images/hotel/square600/277404343.jpg?k=8201c147eaa032f1b0515b0377c06dacdec78eddf8e6cbaad2623af9084b1956&o=,"Rp 157,883"
OYO 919 Hotel Kalisma Syariah Near RS Pelni,"
/hotel/id/oyo-919-kalisma-syariah.en-gb.html?aid=304142&label=gen173rf-1FCAEoggI46AdIM1gDaGiIAQGYATG4ARfIAQzYAQHoAQH4AQKIAgGiAgptZWRpdW0uY29tqAIDuALQu66BBsACAdICJGY2OGM2ZmU4LTQwZWYtNDMxNy1hYjNhLWJmN2U5ODA3ZmU1NNgCBeACAQ&sid=aed06ddf9cf95a6d958987178bd48c15&all_sr_blocks=528225101_256712088_2_0_0&checkin=2021-02-20&checkout=2021-02-21&dest_id=-2679652&dest_type=city&group_adults=2&group_children=0&hapos=742&highlighted_blocks=528225101_256712088_2_0_0&hpos=17&no_rooms=1&sr_order=popularity&sr_pri_blocks=528225101_256712088_2_0_0__20551599&srepoch=1613475939&srpvid=56a052b1afe50075&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl",7.5,40 reviews,Good,https://cf.bstatic.com/xdata/images/hotel/square600/257710430.jpg?k=7e84dda06fde7b659859fac48de3ff8b706039aa27814b261dcabe0e2e2fa8e4&o=,"Rp 205,516"
ZEN Rooms Patra Kuningan Syariah,"
/hotel/id/zen-rooms-patra-kuningan-syariah.en-gb.html?aid=304142&label=gen173rf-1FCAEoggI46AdIM1gDaGiIAQGYATG4ARfIAQzYAQHoAQH4AQKIAgGiAgptZWRpdW0uY29tqAIDuALQu66BBsACAdICJGY2OGM2ZmU4LTQwZWYtNDMxNy1hYjNhLWJmN2U5ODA3ZmU1NNgCBeACAQ&sid=aed06ddf9cf95a6d958987178bd48c15&all_sr_blocks=225262701_98931668_0_0_0&checkin=2021-02-20&checkout=2021-02-21&dest_id=-2679652&dest_type=city&group_adults=2&group_children=0&hapos=743&highlighted_blocks=225262701_98931668_0_0_0&hpos=18&no_rooms=1&sr_order=popularity&sr_pri_blocks=225262701_98931668_0_0_0__44043999&srepoch=1613475939&srpvid=56a052b1afe50075&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl",7.9,9 reviews,Good,https://cf.bstatic.com/xdata/images/hotel/square600/228757769.jpg?k=5202854f3be1d7344bc79ad453dfb61f69007755905b214b777d5a0f7b24388c&o=,"Rp 440,440"
RedDoorz near Cilandak Town Square,"
/hotel/id/reddoorz-near-cilandak-town-square.en-gb.html?aid=304142&label=gen173rf-1FCAEoggI46AdIM1gDaGiIAQGYATG4ARfIAQzYAQHoAQH4AQKIAgGiAgptZWRpdW0uY29tqAIDuALQu66BBsACAdICJGY2OGM2ZmU4LTQwZWYtNDMxNy1hYjNhLWJmN2U5ODA3ZmU1NNgCBeACAQ&sid=aed06ddf9cf95a6d958987178bd48c15&all_sr_blocks=159596701_199903620_0_0_0&checkin=2021-02-20&checkout=2021-02-21&dest_id=-2679652&dest_type=city&group_adults=2&group_children=0&hapos=744&highlighted_blocks=159596701_199903620_0_0_0&hpos=19&no_rooms=1&sr_order=popularity&sr_pri_blocks=159596701_199903620_0_0_0__19715899&srepoch=1613475939&srpvid=56a052b1afe50075&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl",6.9,38 reviews,Review score,https://cf.bstatic.com/xdata/images/hotel/square600/265369288.jpg?k=4fe4d469731a150ada4ae794bd35d427cf7db84ac638d80dd3fb5c6c9de4897d&o=,"Rp 197,159"
OYO 1990 Kost Kuningan Executive Boading House Setiabudi Near MRCCC Siloam Hospitals Semanggi,"
/hotel/id/oyo-1990-kost-kuningan-executive-boading-house-setiabudi.en-gb.html?aid=304142&label=gen173rf-1FCAEoggI46AdIM1gDaGiIAQGYATG4ARfIAQzYAQHoAQH4AQKIAgGiAgptZWRpdW0uY29tqAIDuALQu66BBsACAdICJGY2OGM2ZmU4LTQwZWYtNDMxNy1hYjNhLWJmN2U5ODA3ZmU1NNgCBeACAQ&sid=aed06ddf9cf95a6d958987178bd48c15&all_sr_blocks=578355001_256710971_2_0_0&checkin=2021-02-20&checkout=2021-02-21&dest_id=-2679652&dest_type=city&group_adults=2&group_children=0&hapos=747&highlighted_blocks=578355001_256710971_2_0_0&hpos=22&no_rooms=1&sr_order=popularity&sr_pri_blocks=578355001_256710971_2_0_0__20995900&srepoch=1613475939&srpvid=56a052b1afe50075&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl",8.3,13 reviews,Very good,https://cf.bstatic.com/xdata/images/hotel/square600/250504190.jpg?k=291a99ba7891d9525a4a7a5bd674d37187843283ad186848189d4fb66493951c&o=,"Rp 209,959"
Hotel Sanrina,"
/hotel/id/sanrina.en-gb.html?aid=304142&label=gen173rf-1FCAEoggI46AdIM1gDaGiIAQGYATG4ARfIAQzYAQHoAQH4AQKIAgGiAgptZWRpdW0uY29tqAIDuALQu66BBsACAdICJGY2OGM2ZmU4LTQwZWYtNDMxNy1hYjNhLWJmN2U5ODA3ZmU1NNgCBeACAQ&sid=aed06ddf9cf95a6d958987178bd48c15&all_sr_blocks=127630601_190378950_0_0_0&checkin=2021-02-20&checkout=2021-02-21&dest_id=-2679652&dest_type=city&group_adults=2&group_children=0&hapos=749&highlighted_blocks=127630601_190378950_0_0_0&hpos=24&no_rooms=1&sr_order=popularity&sr_pri_blocks=127630601_190378950_0_0_0__24999999&srepoch=1613475939&srpvid=56a052b1afe50075&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl",6.7,63 reviews,Review score,https://cf.bstatic.com/xdata/images/hotel/square600/40360648.jpg?k=1600dcfb83e9ea512c95b4a334c07832e4bdb2b2eb9005277746fd29ed782b67&o=,"Rp 250,000"
Kosenda Hotel,"
/hotel/id/kosenda.en-gb.html?aid=304142&label=gen173rf-1FCAEoggI46AdIM1gDaGiIAQGYATG4ARfIAQzYAQHoAQH4AQKIAgGiAgptZWRpdW0uY29tqAIDuALQu66BBsACAdICJGY2OGM2ZmU4LTQwZWYtNDMxNy1hYjNhLWJmN2U5ODA3ZmU1NNgCBeACAQ&sid=e1225e6959ec42f24423dee68109b3ff&all_sr_blocks=57195801_279440662_0_2_0&checkin=2021-02-20&checkout=2021-02-21&dest_id=-2679652&dest_type=city&group_adults=2&group_children=0&hapos=754&highlighted_blocks=57195801_279440662_0_2_0&hpos=4&no_rooms=1&sr_order=popularity&sr_pri_blocks=57195801_279440662_0_2_0__46529999&srepoch=1613475967&srpvid=895752bf689a0083&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl",8.8,498 reviews,Fabulous,https://cf.bstatic.com/xdata/images/hotel/square600/240317416.jpg?k=085c230a53317201b2c83cec909a4ebc597842ff2fb8a34cbb61fdf4ddd746fb&o=,"Rp 465,300"
The Packer Lodge,"
/hotel/id/the-packer-lodge.en-gb.html?aid=304142&label=gen173rf-1FCAEoggI46AdIM1gDaGiIAQGYATG4ARfIAQzYAQHoAQH4AQKIAgGiAgptZWRpdW0uY29tqAIDuALQu66BBsACAdICJGY2OGM2ZmU4LTQwZWYtNDMxNy1hYjNhLWJmN2U5ODA3ZmU1NNgCBeACAQ&sid=e1225e6959ec42f24423dee68109b3ff&all_sr_blocks=109811502_184425843_0_0_0&checkin=2021-02-20&checkout=2021-02-21&dest_id=-2679652&dest_type=city&group_adults=2&group_children=0&hapos=755&highlighted_blocks=109811502_184425843_0_0_0&hpos=5&no_rooms=1&sr_order=popularity&sr_pri_blocks=109811502_184425843_0_0_0__22274999&srepoch=1613475967&srpvid=895752bf689a0083&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl",8.9,457 reviews,Fabulous,https://cf.bstatic.com/xdata/images/hotel/square600/34850891.jpg?k=4f4be1f2aa66bfe744a041ca4743b7d8fa5b34468f805625f6af3e8f1afaf152&o=,"Rp 222,750"
Kamar Keluarga Tj Priok,"
/hotel/id/kamar-keluarga-tj-priok.en-gb.html?aid=304142&label=gen173rf-1FCAEoggI46AdIM1gDaGiIAQGYATG4ARfIAQzYAQHoAQH4AQKIAgGiAgptZWRpdW0uY29tqAIDuALQu66BBsACAdICJGY2OGM2ZmU4LTQwZWYtNDMxNy1hYjNhLWJmN2U5ODA3ZmU1NNgCBeACAQ&sid=e1225e6959ec42f24423dee68109b3ff&all_sr_blocks=322124401_146507745_0_0_0&checkin=2021-02-20&checkout=2021-02-21&dest_id=-2679652&dest_type=city&group_adults=2&group_children=0&hapos=759&highlighted_blocks=322124401_146507745_0_0_0&hpos=9&no_rooms=1&sr_order=popularity&sr_pri_blocks=322124401_146507745_0_0_0__11483999&srepoch=1613475967&srpvid=895752bf689a0083&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl",7.4,3 reviews,Good,https://cf.bstatic.com/xdata/images/hotel/square600/133945154.jpg?k=d9a3e60225b49eae527587d23c6e976cfae663bc3160a20ba66c9733bb0746ff&o=,"Rp 114,840"
Reddoorz Plus @ Karet Pedurenan 3,"
/hotel/id/reddoorz-karet-pedurenan-3.en-gb.html?aid=304142&label=gen173rf-1FCAEoggI46AdIM1gDaGiIAQGYATG4ARfIAQzYAQHoAQH4AQKIAgGiAgptZWRpdW0uY29tqAIDuALQu66BBsACAdICJGY2OGM2ZmU4LTQwZWYtNDMxNy1hYjNhLWJmN2U5ODA3ZmU1NNgCBeACAQ&sid=e1225e6959ec42f24423dee68109b3ff&all_sr_blocks=158443801_273068127_0_0_0&checkin=2021-02-20&checkout=2021-02-21&dest_id=-2679652&dest_type=city&group_adults=2&group_children=0&hapos=760&highlighted_blocks=158443801_273068127_0_0_0&hpos=10&no_rooms=1&sr_order=popularity&sr_pri_blocks=158443801_273068127_0_0_0__22637999&srepoch=1613475967&srpvid=895752bf689a0083&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl",7.2,29 reviews,Good,https://cf.bstatic.com/xdata/images/hotel/square600/265350974.jpg?k=5eea8ad9ef7a7280c7ff94b7c28287333cb10962540e6690f39662f6b9961bad&o=,"Rp 226,380"
Wonderloft Hostel,"
/hotel/id/wonderloft-hostel.en-gb.html?aid=304142&label=gen173rf-1FCAEoggI46AdIM1gDaGiIAQGYATG4ARfIAQzYAQHoAQH4AQKIAgGiAgptZWRpdW0uY29tqAIDuALQu66BBsACAdICJGY2OGM2ZmU4LTQwZWYtNDMxNy1hYjNhLWJmN2U5ODA3ZmU1NNgCBeACAQ&sid=e1225e6959ec42f24423dee68109b3ff&all_sr_blocks=224975608_272393768_0_2_0&checkin=2021-02-20&checkout=2021-02-21&dest_id=-2679652&dest_type=city&group_adults=2&group_children=0&hapos=763&highlighted_blocks=224975608_272393768_0_2_0&hpos=13&no_rooms=1&sr_order=popularity&sr_pri_blocks=224975608_272393768_0_2_0__23399999&srepoch=1613475967&srpvid=895752bf689a0083&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl",8.8,"1,120 reviews",Fabulous,https://cf.bstatic.com/xdata/images/hotel/square600/286385461.jpg?k=fd1d310abb225de88c1a52e4f552040e8457132266cc4ab4a11c9fe50ab2ae38&o=,"Rp 234,000"
Sudirman Park Apartment,"
/hotel/id/sudirman-park-apartment-kota-jakarta-pusat.en-gb.html?aid=304142&label=gen173rf-1FCAEoggI46AdIM1gDaGiIAQGYATG4ARfIAQzYAQHoAQH4AQKIAgGiAgptZWRpdW0uY29tqAIDuALQu66BBsACAdICJGY2OGM2ZmU4LTQwZWYtNDMxNy1hYjNhLWJmN2U5ODA3ZmU1NNgCBeACAQ&sid=e1225e6959ec42f24423dee68109b3ff&all_sr_blocks=353125801_204050737_3_0_0&checkin=2021-02-20&checkout=2021-02-21&dest_id=-2679652&dest_type=city&group_adults=2&group_children=0&hapos=767&highlighted_blocks=353125801_204050737_3_0_0&hpos=17&no_rooms=1&sr_order=popularity&sr_pri_blocks=353125801_204050737_3_0_0__59300000&srepoch=1613475967&srpvid=895752bf689a0083&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl",8.5,26 reviews,Very good,https://cf.bstatic.com/xdata/images/hotel/square600/143791050.jpg?k=60bf48f983276cd64afa996df56e31376646694be8aa2de62afa8e551dabbcb8&o=,"Rp 593,000"
OYO 779 Mn One Residence Near Rs Jakarta Islamic,"
/hotel/id/oyo-779-mn-one-residence.en-gb.html?aid=304142&label=gen173rf-1FCAEoggI46AdIM1gDaGiIAQGYATG4ARfIAQzYAQHoAQH4AQKIAgGiAgptZWRpdW0uY29tqAIDuALQu66BBsACAdICJGY2OGM2ZmU4LTQwZWYtNDMxNy1hYjNhLWJmN2U5ODA3ZmU1NNgCBeACAQ&sid=e1225e6959ec42f24423dee68109b3ff&all_sr_blocks=506385501_277088282_2_0_0&checkin=2021-02-20&checkout=2021-02-21&dest_id=-2679652&dest_type=city&group_adults=2&group_children=0&hapos=768&highlighted_blocks=506385501_277088282_2_0_0&hpos=18&no_rooms=1&sr_order=popularity&sr_pri_blocks=506385501_277088282_2_0_0__17746400&srepoch=1613475967&srpvid=895752bf689a0083&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl",7.3,9 reviews,Good,https://cf.bstatic.com/xdata/images/hotel/square600/206805796.jpg?k=dfa11473d459cfb71042ea43d117f0d1b22a3c4ce168cf70753aaf0f886359c9&o=,"Rp 177,464"
OYO 2256 Danysa Guesthouse Syariah,"
/hotel/id/danysa-guest-house.en-gb.html?aid=304142&label=gen173rf-1FCAEoggI46AdIM1gDaGiIAQGYATG4ARfIAQzYAQHoAQH4AQKIAgGiAgptZWRpdW0uY29tqAIDuALQu66BBsACAdICJGY2OGM2ZmU4LTQwZWYtNDMxNy1hYjNhLWJmN2U5ODA3ZmU1NNgCBeACAQ&sid=e1225e6959ec42f24423dee68109b3ff&all_sr_blocks=401818703_278568434_2_0_0&checkin=2021-02-20&checkout=2021-02-21&dest_id=-2679652&dest_type=city&group_adults=2&group_children=0&hapos=769&highlighted_blocks=401818703_278568434_2_0_0&hpos=19&no_rooms=1&sr_order=popularity&sr_pri_blocks=401818703_278568434_2_0_0__13047500&srepoch=1613475967&srpvid=895752bf689a0083&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl",5.7,6 reviews,Review score,https://cf.bstatic.com/xdata/images/hotel/square600/251916962.jpg?k=426f366bacab72d4f1d9e5de2e3bdbf79d2d6c32ba7b9740f16046965f57e599&o=,"Rp 130,475"
RedDoorz @ Cilandak Barat,"
/hotel/id/reddoorz-cilandak-barat.en-gb.html?aid=304142&label=gen173rf-1FCAEoggI46AdIM1gDaGiIAQGYATG4ARfIAQzYAQHoAQH4AQKIAgGiAgptZWRpdW0uY29tqAIDuALQu66BBsACAdICJGY2OGM2ZmU4LTQwZWYtNDMxNy1hYjNhLWJmN2U5ODA3ZmU1NNgCBeACAQ&sid=e1225e6959ec42f24423dee68109b3ff&all_sr_blocks=418907201_273455289_0_2_0&checkin=2021-02-20&checkout=2021-02-21&dest_id=-2679652&dest_type=city&group_adults=2&group_children=0&hapos=770&highlighted_blocks=418907201_273455289_0_2_0&hpos=20&no_rooms=1&sr_order=popularity&sr_pri_blocks=418907201_273455289_0_2_0__24015099&srepoch=1613475967&srpvid=895752bf689a0083&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl",7.5,22 reviews,Good,https://cf.bstatic.com/xdata/images/hotel/square600/167047889.jpg?k=2a4241750b92e192bf2cf824a5585f20dca53dae4b5094c28bd01a89248ed5c7&o=,"Rp 240,151"
OYO 501 Elpeka Dua Residence,"
/hotel/id/oyo-501-elpeka-dua-residence.en-gb.html?aid=304142&label=gen173rf-1FCAEoggI46AdIM1gDaGiIAQGYATG4ARfIAQzYAQHoAQH4AQKIAgGiAgptZWRpdW0uY29tqAIDuALQu66BBsACAdICJGY2OGM2ZmU4LTQwZWYtNDMxNy1hYjNhLWJmN2U5ODA3ZmU1NNgCBeACAQ&sid=e1225e6959ec42f24423dee68109b3ff&all_sr_blocks=478715806_233572781_2_0_0&checkin=2021-02-20&checkout=2021-02-21&dest_id=-2679652&dest_type=city&group_adults=2&group_children=0&hapos=771&highlighted_blocks=478715806_233572781_2_0_0&hpos=21&no_rooms=1&sr_order=popularity&sr_pri_blocks=478715806_233572781_2_0_0__27994599&srepoch=1613475967&srpvid=895752bf689a0083&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl",7.4,45 reviews,Good,https://cf.bstatic.com/xdata/images/hotel/square600/190940364.jpg?k=5ad52da9930e39c0d687d0a48f4012bc066bbc7be60ec7a75c1f679c7d3c6d9a&o=,"Rp 279,946"
Taman sari Sudirman Studio Deluxe room A - Near MRT - Central Jakarta,"
/hotel/id/taman-sari-sudirman-studio-deluxe-room-a-near-mrt-central-jakarta.en-gb.html?aid=304142&label=gen173rf-1FCAEoggI46AdIM1gDaGiIAQGYATG4ARfIAQzYAQHoAQH4AQKIAgGiAgptZWRpdW0uY29tqAIDuALQu66BBsACAdICJGY2OGM2ZmU4LTQwZWYtNDMxNy1hYjNhLWJmN2U5ODA3ZmU1NNgCBeACAQ&sid=e1225e6959ec42f24423dee68109b3ff&all_sr_blocks=542838001_195605793_0_0_0&checkin=2021-02-20&checkout=2021-02-21&dest_id=-2679652&dest_type=city&group_adults=2&group_children=0&hapos=774&highlighted_blocks=542838001_195605793_0_0_0&hpos=24&no_rooms=1&sr_order=popularity&sr_pri_blocks=542838001_195605793_0_0_0__35250000&srepoch=1613475967&srpvid=895752bf689a0083&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl",6.5,5 reviews,Review score,https://cf.bstatic.com/xdata/images/hotel/square600/211843917.jpg?k=22f2f6968cb70a3528c5a89e49289dcf1b867e24d63bb756ee36559855d9e9d2&o=,"Rp 352,500"
